*ItemID,*ItemName,*Price,*CategoryName,AvailabilitySchedule,*AvailableStatus,Description,Photo1,Photo2,Photo3,Photo4,OptionGroup1,OptionGroup2,OptionGroup3,OptionGroup4,OptionGroup5,StoreID
THITE2025030701390513267,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,41,* กาแฟสดนมนุ่มละมุน,All opening hours,AVAILABLE,ช็อกโกแลตมิลค์เย็น – นมสดหอมมัน ผสมกับช็อกโกแลตเข้มข้น รสชาตินุ่มละมุน หวานกำลังดี ดื่มแล้วสดชื่น เหมาะสำหรับทุกช่วงเวลา,https://food-cms.grab.com/item/THITE2025030701390513267/photos/menueditor_item_9dc8476f3383482eb093ed34774b5227_1741311495415456333.jpeg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,3-C6J1BCNXTYKTLX
THITE2024040707271418803,ชาไทย (เย็น/ปั่น),34,"ชานม (เย็น, ปั่น)",All opening hours,AVAILABLE,"ชาไทยอร่อยเข้มข้น, ปรุงสดทุกแก้ว, สั่งเลยผ่านแอพ!",https://food-cms.grab.com/item/THITE2024040707271418803/photos/menueditor_item_20182177f71d4c79a5084300dce2908a_1772894655040755849.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2025081608253288439,ชิโอปัง (Shio Pan) โฮมเมด ใหญ่ขึ้น,27,เบเกอรี่ & ไอศครีม,All opening hours,AVAILABLE,ชิโอปังโฮมเมด ทำเองสดใหม่ทุกวัน เนื้อนุ่มหอมเนย เค็มกำลังดี อร่อยคู่กับเครื่องดื่มหรือทานเล่นก็,https://food-cms.grab.com/item/THITE2025081608253288439/photos/menueditor_item_578dd0c518544bfd9965cab76d3708b9_1756106467882832676.jpg,,,,ชิโอปัง เพิ่มไส้พิเศษ##1-1##ไม่เพิ่ม:0#ช็อคโกแลต:11#วนิลา:11#ชีส:37#สตรอเบอรี่:11#บลูเบอรี่:11#ส้ม:11,โปรโมชั่น ชิโอปัง##1-1##สุดคุ้ม เพิ่มอีก 1 ชิ้น แบบเดียวกัน:18#ไม่เพิ่ม:0,,,,3-C6J1BCNXTYKTLX
THITE2025022802352904031,กาแฟสด ลาเต้ (Latte) เย็น 16 ออนซ์,50,* กาแฟสดนมนุ่มละมุน,All opening hours,AVAILABLE,นุ่มละมุน หอมกลมกล่อม กับกาแฟเอสเปรสโซ่ที่เข้มข้น ผสานกับนมสดคุณภาพดี เพิ่มความหอมมัน ดื่มง่าย ไม่เข้มจนเกินไป เหมาะสำหรับคนที่ชอบกาแฟที่มีรสนุ่มและครีมมี่,https://food-cms.grab.com/item/THITE2025022802352904031/photos/menueditor_item_e40158efbd234a778c937179857321fd_1740710084782931750.jpg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,3-C6J1BCNXTYKTLX
THITE2025031216164357806,นมร้อน,27,* กาแฟสด อื่นๆ ร้อน,All opening hours,AVAILABLE,นมร้อน – นมสดแท้ หอมมัน อุ่นกำลังดี เนื้อเนียนนุ่ม ให้ความรู้สึกละมุนและอบอุ่น ดื่มง่าย เหมาะสำหรับทุกวัยและทุกช่วงเวลา,https://food-cms.grab.com/item/THITE2025031216164357806/photos/menueditor_item_109fb30cdb044cb28a1ec15f6068d838_1741796153510791674.jpeg,,,,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,,,,3-C6J1BCNXTYKTLX
THITE2025080402183651028,มัทฉะเลม่อนเย็น (Matcha Lemon),50,มัทฉะแท้,All opening hours,AVAILABLE,ชาเขียวมัทฉะเข้มข้น ผสมน้ำเลม่อนแท้ รสเปรี้ยวสดชื่น ตัดกับกลิ่นชาเขียวหอมลึก เย็นชื่นใจ ใส่น้ำแข็งแบบจัดเต็ม ดื่มแล้วตื่น สดใส เหมาะกับทุกเวลาในวันร้อนๆ ไม่มีนม ไม่มีครีม สายเฮลธ์ตี้ก็สบายใจได้.,https://food-cms.grab.com/item/THITE2025080402183651028/photos/menueditor_item_40dd36dfe3474f73aa75f77f8ae2ed78_1754273765745161285.jpg,,,,ช็อตมะนาว##1-1##ไม่เพิ่ม:0#เพิ่ม 1 ช็อต:11,ช็อตมัทฉะ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตมัทฉะ 1 กรัม:11#เพิ่มช็อตมัทฉะ 2 กรัม:20,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,3-C6J1BCNXTYKTLX
THITE2025091712403938448,ชาอู่หลงน้ำผึ้ง,34,ชา,All opening hours,UNAVAILABLE_PERMANENTLY,ความหอมหวานจากน้ำผึ้งแท้ ผสมกับชาอู่หลงชั้นดี รสกลมกล่อม สดชื่นอย่างลงตัว,https://food-cms.grab.com/item/THITE2025091712403938448/photos/menueditor_item_d8c3db0c26484640a8955576e058a22c_1758112805899288199.jpg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,,3-C6J1BCNXTYKTLX
THITE2025031410215706264,0% แคล ชาพีช,27,0% แคล ชาเพื่อสุขภาพ,All opening hours,AVAILABLE,ชาใสหอมกลิ่นพีช สดชื่น ดื่มง่าย ไม่มีน้ำตาลและแคลอรี่ เหมาะสำหรับคนรักสุขภาพและควบคุมน้ำหนัก,https://food-cms.grab.com/item/THITE2025031410215706264/photos/menueditor_item_b76c1968b2ad4545b08d772f1c4e86a2_1741947683693662856.jpg,,,,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,,,3-C6J1BCNXTYKTLX
THITE2025041911581296670,มัทฉะครีมชีส (Matcha Cheese Tea),70,มัทฉะแท้,All opening hours,AVAILABLE,ชาเขียวมัทฉะแท้ ตีสดใหม่ ราดลงบนเครื่องดื่มเย็นผสมนมสูตรพิเศษ ท็อปด้วยโฟมชีสหอมมันนุ่มฟู รสชาติเข้มข้นแต่กลมกล่อม หวานน้อย เค็มนิด ดื่มเพลินไม่มีเบื่อ,https://food-cms.grab.com/item/THITE2025041911581296670/photos/menueditor_item_174db565c0384cf9bed49954265b5444_1747106600586513620.jpeg,,,,ช็อตมัทฉะ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตมัทฉะ 1 กรัม:11#เพิ่มช็อตมัทฉะ 2 กรัม:20,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2025032907481742300,0% โคล่าโซดามะนาว,27,0% แคล โซดาซ่าเพื่อสุขภาพ,All opening hours,AVAILABLE,ความซ่าที่ลงตัวของโคล่า 0% น้ำตาล ผสานความสดชื่นจากมะนาว ดื่มแล้วรู้สึกสดชื่นทุกครั้งโดยไม่เพิ่มแคลอรี่ เหมาะสำหรับคนที่ชอบรสเปรี้ยวอมหวานแต่ควบคุมน้ำตาล,https://food-cms.grab.com/item/THITE2025032907481742300/photos/menueditor_item_0b18585ccfe149b7b8c86177377333b4_1743234464204281485.jpg,,,,ช็อตมะนาว##1-1##ไม่เพิ่ม:0#เพิ่ม 1 ช็อต:11,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,,3-C6J1BCNXTYKTLX
THITE2025051306313953891,มัทฉะมะพร้าวนม,64,มัทฉะแท้,All opening hours,AVAILABLE,ชาเขียวมัทฉะเข้มข้นผสมนมสด หอมกลิ่นใบชาแท้ ตัดกับน้ำมะพร้าวใสให้ความสดชื่น ดื่มแล้วเบาสบาย ไม่เลี่ยน เหมาะกับคนรักมัทฉะที่อยากได้ความหอมมันแบบกลมกล่อม ไม่หนักนมจนเกินไป,https://food-cms.grab.com/item/THITE2025051306313953891/photos/menueditor_item_0c9a13ee638049dcb3919df0bbcd4ee3_1747117853493104311.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ช็อตมัทฉะ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตมัทฉะ 1 กรัม:11#เพิ่มช็อตมัทฉะ 2 กรัม:20,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,3-C6J1BCNXTYKTLX
THITE2025111605543759976,ซอฟต์คุกกี้ โฮมเมด (เลือกได้),21,เบเกอรี่ & ไอศครีม,All opening hours,AVAILABLE,ซอฟต์คุกกี้เนื้อนุ่มหนึบ เลือกอร่อยได้ทั้งรสออริจินัล มัจฉะ และดาร์กโกโก้เข้มข้น,https://food-cms.grab.com/item/THITE2025111605543759976/photos/menueditor_item_6a1b48229867415ba373cc548d7853c3_1770456374638196599.jpg,,,,ซอฟต์คุกกี้ เลือกรสชาติ##1-1##ซอฟต์คุกกี้ - ดั่งเดิม:0#ซอฟต์คุกกี้ - โกโก้:0#ซอฟต์คุกกี้ - มัจฉะ:0,,,,,3-C6J1BCNXTYKTLX
THITE2025030203565749761,กาแฟสด ลาเต้ร้อน (Latte) ร้อน,41,* กาแฟสด อื่นๆ ร้อน,All opening hours,AVAILABLE,ลาเต้ร้อน – กาแฟเอสเปรสโซ่เข้มข้น ผสานกับนมสตีมเนียนนุ่ม และฟองนมบางเบา ให้รสชาติหอมละมุน ดื่มง่าย กลมกล่อม เหมาะสำหรับคนที่ชอบกาแฟรสชาตินุ่มนวลและหอมมันของนม,https://food-cms.grab.com/item/THITE2025030203565749761/photos/menueditor_item_5080f9014da0446cb4585e1e045457a5_1740887783851216608.jpg,,,,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025031216260943721,กาแฟสด เผือกลาเต้ร้อน,41,* กาแฟสด อื่นๆ ร้อน,All opening hours,AVAILABLE,เผือกลาเต้ร้อน – นมสดอุ่นเนียนนุ่ม ผสานกับความหอมหวานของเผือก ให้รสชาติละมุน กลมกล่อม หอมหวานกำลังดี ดื่มแล้วอบอุ่นและเพลิดเพลินในทุกแก้ว,https://food-cms.grab.com/item/THITE2025031216260943721/photos/menueditor_item_1b9c80e426744cd782de224907d06a6e_1741796723478261800.jpg,,,,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025031715441937496,0% แคล โซดาฟรุตพันช์,27,0% แคล โซดาซ่าเพื่อสุขภาพ,All opening hours,AVAILABLE,เปรี้ยวหวานกลมกล่อมด้วยกลิ่นผลไม้รวม เติมความสดชื่นด้วยโซดาซ่า ไม่มีน้ำตาลและแคลอรี่ ดื่มง่าย สดชื่นได้ทุกเวลา,https://food-cms.grab.com/item/THITE2025031715441937496/photos/menueditor_item_db7dfe42d00a4f16bbce89a69d7ebc9f_1742226193083713845.jpg,,,,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,,,3-C6J1BCNXTYKTLX
THITE2024040717465154956,บ๊วยโซดา,34,อินตาเลียนโซดา,All opening hours,AVAILABLE,"โซดาบ๊วยหวานอมเปรี้ยว, รสชาติเฉพาะ, จัดส่งไวถึงมือ!",https://food-cms.grab.com/item/THITE2024040717465154956/photos/menueditor_item_e0cab7594e6546f1859796d9e94c0c17_1772964620300634576.jpg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,,3-C6J1BCNXTYKTLX
THITE2025030914361370675,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,41,* กาแฟสดเข้มข้น,All opening hours,AVAILABLE,ช็อกโกแลตเอสเปรสโซ่เย็น – เอสเปรสโซ่เข้มข้น ผสานความเข้มข้นของช็อกโกแลต ให้รสชาติหอมมัน กลมกล่อม ลงตัวระหว่างความขมของกาแฟและความหวานละมุนของช็อกโกแลต สดชื่นทุกแก้ว,https://food-cms.grab.com/item/THITE2025030914361370675/photos/menueditor_item_b35022043e274b08a60cf1a45ff19efd_1741530933630636345.jpg,,,,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,,3-C6J1BCNXTYKTLX
THITE2024041805543052610,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),56,"Signature Drinks (เย็น, ปั่น)",All opening hours,AVAILABLE,"กาแฟโบราณหวานกลมกล่อม, หอมบราวน์ชูการ์, ส่งถึงมือ!",https://food-cms.grab.com/item/THITE2024041805543052610/photos/menueditor_item_9d0fe237ce8b4ee28ee324807cc01487_1772864238060041118.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2025031615302567651,0% แคล โซดาองุ่น,27,0% แคล โซดาซ่าเพื่อสุขภาพ,All opening hours,AVAILABLE,หอมกลิ่นองุ่นเข้มข้น ซ่า สดชื่น ไม่มีน้ำตาลและแคลอรี่ ดื่มง่าย ให้ความรู้สึกสดชื่นตลอดวัน,https://food-cms.grab.com/item/THITE2025031615302567651/photos/menueditor_item_611a2af094454762a28998a86644b7db_1742138986104511895.jpg,,,,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,,,3-C6J1BCNXTYKTLX
THITE2026021907084210490,มันไทยอบ ดั้งเดิม,19,เบเกอรี่ & ไอศครีม,All opening hours,UNAVAILABLE_PERMANENTLY,มันไทยอบ ดั้งเดิม ธรรมชาติ เนื้อนุ่มหนึบ อิ่มท้องนานนาน,https://food-cms.grab.com/item/THITE2026021907084210490/photos/menueditor_item_e02965dc30bf44eda8904d300bc850a5_1771570654209980367.jpg,,,,โปรโมชั่น มันไทยอบ ดั้งเดิม##1-1##สุดคุ้ม เพิ่มอีก 1 ชิ้น แบบเดียวกัน:18#ไม่เพิ่ม:0,,,,,3-C6J1BCNXTYKTLX
THITE2025030517315435977,กาแฟสด มอคค่า เย็น 16 ออนซ์,50,* กาแฟสดนมนุ่มละมุน,All opening hours,AVAILABLE,มอคค่าเย็น – กาแฟเอสเปรสโซ่เข้มข้น ผสานกับความหอมหวานของช็อกโกแลต และนมสดเนียนนุ่ม ให้รสชาติที่กลมกล่อม หอมมัน เข้มข้น ดื่มง่าย เหมาะสำหรับคนที่ชอบกาแฟที่มีรสชาติของโกโก้และกาแฟรวมกันอย่างลงตัว,https://food-cms.grab.com/item/THITE2025030517315435977/photos/menueditor_item_62015a9cb76b4d19bc879350ff74dfbb_1741195868810039337.jpg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2025091712364162544,ชาอู่หลงเย็น,27,ชา,All opening hours,UNAVAILABLE_PERMANENTLY,ชาอู่หลงหอมเข้ม คัดใบชาคุณภาพ ดื่มเย็นสดชื่น คลายร้อนในทุกช่วงเวลา,https://food-cms.grab.com/item/THITE2025091712364162544/photos/menueditor_item_0784e22d5efa462096299b2c76baad00_1758112551036083167.jpg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,,3-C6J1BCNXTYKTLX
THITE2024040717501751626,เขียวโซดา,27,อินตาเลียนโซดา,All opening hours,AVAILABLE,"เขียวโซดาชูกำลัง, รสชาติสดใส, เติมพลังให้วันใหม่!",https://food-cms.grab.com/item/THITE2024040717501751626/photos/menueditor_item_5a3d3f60b9b44474b74ebe9aefda731b_1772961824401127505.jpg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,,3-C6J1BCNXTYKTLX
THITE2025052911300384543,น้ำเต้าหู้โกโก้ (เย็น/ปั่น),34,"เบาเบากับน้ำเต้าหู้ (เย็น, ปั่น)",All opening hours,UNAVAILABLE_PERMANENTLY,น้ำเต้าหู้รสโกโก้ หอมมันเบา ๆ ไม่เข้มจัด ดื่มสบายได้ทุกวัน,https://food-cms.grab.com/item/THITE2025052911300384543/photos/menueditor_item_3ec6ba92a1054b7ab4b0475b651f1fa4_1748518175513711493.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
