*ItemID,*ItemName,*Price,OptionGroup1,OptionGroup2,OptionGroup3,OptionGroup4,OptionGroup5,StoreID
THITE2025070209011084247,(สมูทตี้) มิกซ์เบอร์รี่ แก้วใหญ่ 22 ออนซ์,69,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,,,3-C6J1BCNXTYKTLX
THITE2025041914072452405,เจลลี่ผลไม้,6,,,,,,3-C6J1BCNXTYKTLX
THITE2025031216212849882,กาแฟสด โอวัลตินเอสเปรสโซ่ร้อน,45,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,,,,3-C6J1BCNXTYKTLX
THITE2024040710400760215,ชานมเฮเซลนัท (เย็น/ปั่น),37,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2024040706445891803,โกปี๊ ยกล้อ (ใส่นม) (เย็น/ปั่น),29,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025071208195239463,ชาไทยมันม่วง,49,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,3-C6J1BCNXTYKTLX
THITE2024040717473631579,บลูฮาวายโซดา,22,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,,3-C6J1BCNXTYKTLX
THITE2025052911092659849,น้ำเต้าหู้นมสด (เย็น/ปั่น),29,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025030203453808475,กาแฟสด อเมริกาโน่ (Americano) ร้อน 12 ออนซ์,32,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025031216202713290,กาแฟสด เฮเซลนัทมอคค่าร้อน 12 ออนซ์,45,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,,,,3-C6J1BCNXTYKTLX
THITE2024040707252340725,โกโก้สตรอว์เบอร์รี (เย็น/ปั่น),44,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025030701423684359,กาแฟสด โอเลี้ยง เย็น 16 ออนซ์,37,ขนาด ปริมาณ แก้วกาแฟ##1-1##แก้วมาตรฐาน:0#แก้วใหญ่ 22oz เข้ม +1 ช๊อต ซีลแน่น:12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,3-C6J1BCNXTYKTLX
THITE2025031014594009959,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,32,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,3-C6J1BCNXTYKTLX
THITE2024040717405049396,แดงมะนาวโซดา,24,ช็อตมะนาว##1-1##ไม่เพิ่ม:0#เพิ่ม 1 ช็อต:5,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2026061907370104061,วาฟเฟิลเบลเยียม โฮมเมด,15,ท็อปปิ้งขนมปัง##1-9##ไม่เพิ่ม (ต้นตำรับ):0#โรยน้ำตาล:0#ราดนมฉ่ำ ๆ:0#โรยผงโกโก้ + ซอสช็อกโกแลต:3#ราดคาราเมล ฉ่ำๆ:3#ราดน้ำผึ้ง:3#แยมสตรอว์เบอร์รี่:3#แยมส้ม:3#แยมบลูเบอร์รี่:3,โปรโมชั่น วาฟเฟิลเบลเยียมโฮมเมด ดั้งเดิม##1-1##สุดคุ้ม เพิ่มอีก 1 ชิ้น แบบเดียวกัน:12#ไม่เพิ่ม:0,,,,3-C6J1BCNXTYKTLX
THITE2025080402183651028,มัทฉะเลม่อนเย็น (Matcha Lemon),45,ช็อตมะนาว##1-1##ไม่เพิ่ม:0#เพิ่ม 1 ช็อต:5,ช็อตมัทฉะ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตมัทฉะ 1 กรัม:8#เพิ่มช็อตมัทฉะ 2 กรัม:15,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,3-C6J1BCNXTYKTLX
THITE2025041912131389395,มัทฉะบราวน์ชูการ์ไข่มุก (Matcha Brown Sugar Boba),55,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ช็อตมัทฉะ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตมัทฉะ 1 กรัม:8#เพิ่มช็อตมัทฉะ 2 กรัม:15,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,3-C6J1BCNXTYKTLX
THITE2025031313345655541,0% แคล ชาลิ้นจี่,24,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,,3-C6J1BCNXTYKTLX
THITE2024040707212092808,นมสดเฮเซลนัท (เย็น/ปั่น),49,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025032907481742300,0% โคล่าโซดามะนาว,22,ช็อตมะนาว##1-1##ไม่เพิ่ม:0#เพิ่ม 1 ช็อต:5,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,3-C6J1BCNXTYKTLX
THITE2024041801493175997,ชามิกซ์เบอร์รี่,49,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,,3-C6J1BCNXTYKTLX
THITE2025070208584110777,มิกซ์เบอร์รี่ปั่น แก้วใหญ่ 22 ออนซ์,56,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025091712403938448,ชาอู่หลงน้ำผึ้ง,29,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,,3-C6J1BCNXTYKTLX
THITE2026021907084210490,มันไทยอบ ดั้งเดิม,15,โปรโมชั่น มันไทยอบ ดั้งเดิม##1-1##สุดคุ้ม เพิ่มอีก 1 ชิ้น แบบเดียวกัน:12#ไม่เพิ่ม:0,,,,,3-C6J1BCNXTYKTLX
THITE2025070506145483735,มะม่วงปั่น แก้วใหญ่ 22 ออนซ์,44,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025030204230004357,กาแฟสด Long Black (ลองแบล็ค) ร้อน 12 ออนซ์,32,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025052911224715011,น้ำเต้าหู้เผือก (เย็น/ปั่น),39,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2024040717514916315,เขียวมะนาวโซดา,24,ช็อตมะนาว##1-1##ไม่เพิ่ม:0#เพิ่ม 1 ช็อต:5,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025030517414777580,กาแฟสด เอสเปรสโซ่ไทยสไตล์ เย็น 16 ออนซ์,37,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2024040710375695244,ชานมเผือก (เย็น/ปั่น),37,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025052911173620595,น้ำเต้าหู้โอวัลติน (เย็น/ปั่น),29,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025031715392960627,0% แคล โซดาแคนตาลูป,22,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,,3-C6J1BCNXTYKTLX
THITE2025030814484113955,กาแฟสด บ๊วยเอสเปรสโซ่ เย็น 16 ออนซ์,32,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,3-C6J1BCNXTYKTLX
THITE2024040717510158162,แดงโซดา,22,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,,3-C6J1BCNXTYKTLX
