เมนู CODE,ชื่อเมนู,ชื่อกลุ่มตัวเลือก,ชื่อตัวเลือก,ส่วนผสม-1,การใช้-1,หน่วย-1
,นมสดเย็น (เย็น/ปั่น),ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,นมสดเย็น (เย็น/ปั่น),ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,นมสดเย็น (เย็น/ปั่น),ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,นมสดเย็น (เย็น/ปั่น),แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,โอวัลติน (เย็น/ปั่น),ประเภท,เย็น,,,
,โอวัลติน (เย็น/ปั่น),ประเภท,ปั่น (สูตรเข้ม),,,
,โอวัลติน (เย็น/ปั่น),ความหวาน,ไม่หวาน  0%,,,
,โอวัลติน (เย็น/ปั่น),ความหวาน,หวานปกติ 100%,,,
,โอวัลติน (เย็น/ปั่น),ความหวาน,หวานมาก 125%,,,
,โอวัลติน (เย็น/ปั่น),ความหวาน,หวานมาก 150%,,,
,โอวัลติน (เย็น/ปั่น),ความหวาน,หวานมาก 200%,,,
,โอวัลติน (เย็น/ปั่น),ความหวาน,หวานน้อยมาก 25%,,,
,โอวัลติน (เย็น/ปั่น),ความหวาน,หวานน้อย 50%,,,
,โอวัลติน (เย็น/ปั่น),ท้อปปิ้ง,ชีส,,,
,โอวัลติน (เย็น/ปั่น),ท้อปปิ้ง,ไข่มุก,,,
,โอวัลติน (เย็น/ปั่น),ท้อปปิ้ง,ช็อคขูด,,,
,โอวัลติน (เย็น/ปั่น),ท้อปปิ้ง,ไม่เพิ่ม,,,
,โอวัลติน (เย็น/ปั่น),ท้อปปิ้ง,ซอสบราวน์,,,
,โอวัลติน (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำตาล,,,
,โอวัลติน (เย็น/ปั่น),ท้อปปิ้ง,บุกบราวน์,,,
,โอวัลติน (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,โอวัลติน (เย็น/ปั่น),ท้อปปิ้ง,เจลลี่ผลไม้,,,
,โอวัลติน (เย็น/ปั่น),ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,โอวัลติน (เย็น/ปั่น),ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,โอวัลติน (เย็น/ปั่น),ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,โอวัลติน (เย็น/ปั่น),แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ความหวาน,ไม่หวาน  0%,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ความหวาน,หวานปกติ 100%,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ความหวาน,หวานมาก 125%,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ความหวาน,หวานมาก 150%,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ความหวาน,หวานมาก 200%,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ความหวาน,หวานน้อยมาก 25%,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ความหวาน,หวานน้อย 50%,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ท้อปปิ้ง,ชีส,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ท้อปปิ้ง,ไข่มุก,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ท้อปปิ้ง,ช็อคขูด,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ท้อปปิ้ง,ไม่เพิ่ม,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ท้อปปิ้ง,ซอสบราวน์,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำตาล,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ท้อปปิ้ง,บุกบราวน์,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ท้อปปิ้ง,เจลลี่ผลไม้,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ชาลิ้นจี่,ความหวาน,ไม่หวาน  0%,,,
,ชาลิ้นจี่,ความหวาน,หวานปกติ 100%,,,
,ชาลิ้นจี่,ความหวาน,หวานมาก 125%,,,
,ชาลิ้นจี่,ความหวาน,หวานมาก 150%,,,
,ชาลิ้นจี่,ความหวาน,หวานมาก 200%,,,
,ชาลิ้นจี่,ความหวาน,หวานน้อยมาก 25%,,,
,ชาลิ้นจี่,ความหวาน,หวานน้อย 50%,,,
,ชาลิ้นจี่,ท้อปปิ้ง,ชีส,,,
,ชาลิ้นจี่,ท้อปปิ้ง,ไข่มุก,,,
,ชาลิ้นจี่,ท้อปปิ้ง,ช็อคขูด,,,
,ชาลิ้นจี่,ท้อปปิ้ง,ไม่เพิ่ม,,,
,ชาลิ้นจี่,ท้อปปิ้ง,ซอสบราวน์,,,
,ชาลิ้นจี่,ท้อปปิ้ง,บุกน้ำตาล,,,
,ชาลิ้นจี่,ท้อปปิ้ง,บุกบราวน์,,,
,ชาลิ้นจี่,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,ชาลิ้นจี่,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,ชาลิ้นจี่,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,ชาลิ้นจี่,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,ชาลิ้นจี่,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,ชาลิ้นจี่,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ชาส้มยูสุ,ความหวาน,ไม่หวาน  0%,,,
,ชาส้มยูสุ,ความหวาน,หวานปกติ 100%,,,
,ชาส้มยูสุ,ความหวาน,หวานมาก 125%,,,
,ชาส้มยูสุ,ความหวาน,หวานมาก 150%,,,
,ชาส้มยูสุ,ความหวาน,หวานมาก 200%,,,
,ชาส้มยูสุ,ความหวาน,หวานน้อยมาก 25%,,,
,ชาส้มยูสุ,ความหวาน,หวานน้อย 50%,,,
,ชาส้มยูสุ,ท้อปปิ้ง,ชีส,,,
,ชาส้มยูสุ,ท้อปปิ้ง,ไข่มุก,,,
,ชาส้มยูสุ,ท้อปปิ้ง,ช็อคขูด,,,
,ชาส้มยูสุ,ท้อปปิ้ง,ไม่เพิ่ม,,,
,ชาส้มยูสุ,ท้อปปิ้ง,ซอสบราวน์,,,
,ชาส้มยูสุ,ท้อปปิ้ง,บุกน้ำตาล,,,
,ชาส้มยูสุ,ท้อปปิ้ง,บุกบราวน์,,,
,ชาส้มยูสุ,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,ชาส้มยูสุ,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,ชาส้มยูสุ,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,ชาส้มยูสุ,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,ชาส้มยูสุ,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,ชาส้มยูสุ,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,มะนาวโซดา,ความหวาน,ไม่หวาน  0%,,,
,มะนาวโซดา,ความหวาน,หวานปกติ 100%,,,
,มะนาวโซดา,ความหวาน,หวานมาก 125%,,,
,มะนาวโซดา,ความหวาน,หวานมาก 150%,,,
,มะนาวโซดา,ความหวาน,หวานมาก 200%,,,
,มะนาวโซดา,ความหวาน,หวานน้อยมาก 25%,,,
,มะนาวโซดา,ความหวาน,หวานน้อย 50%,,,
,มะนาวโซดา,ท้อปปิ้ง,ชีส,,,
,มะนาวโซดา,ท้อปปิ้ง,ไข่มุก,,,
,มะนาวโซดา,ท้อปปิ้ง,ช็อคขูด,,,
,มะนาวโซดา,ท้อปปิ้ง,ไม่เพิ่ม,,,
,มะนาวโซดา,ท้อปปิ้ง,ซอสบราวน์,,,
,มะนาวโซดา,ท้อปปิ้ง,บุกน้ำตาล,,,
,มะนาวโซดา,ท้อปปิ้ง,บุกบราวน์,,,
,มะนาวโซดา,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,มะนาวโซดา,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,มะนาวโซดา,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,มะนาวโซดา,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,มะนาวโซดา,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,มะนาวโซดา,ช็อตมะนาว,ไม่เพิ่ม,,,
,มะนาวโซดา,ช็อตมะนาว,เพิ่ม 1 ช็อต,,,
,มะนาวโซดา,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,เขียวโซดา,ความหวาน,ไม่หวาน  0%,,,
,เขียวโซดา,ความหวาน,หวานปกติ 100%,,,
,เขียวโซดา,ความหวาน,หวานมาก 125%,,,
,เขียวโซดา,ความหวาน,หวานมาก 150%,,,
,เขียวโซดา,ความหวาน,หวานมาก 200%,,,
,เขียวโซดา,ความหวาน,หวานน้อยมาก 25%,,,
,เขียวโซดา,ความหวาน,หวานน้อย 50%,,,
,เขียวโซดา,ท้อปปิ้ง,ชีส,,,
,เขียวโซดา,ท้อปปิ้ง,ไข่มุก,,,
,เขียวโซดา,ท้อปปิ้ง,ช็อคขูด,,,
,เขียวโซดา,ท้อปปิ้ง,ไม่เพิ่ม,,,
,เขียวโซดา,ท้อปปิ้ง,ซอสบราวน์,,,
,เขียวโซดา,ท้อปปิ้ง,บุกน้ำตาล,,,
,เขียวโซดา,ท้อปปิ้ง,บุกบราวน์,,,
,เขียวโซดา,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,เขียวโซดา,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,เขียวโซดา,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,เขียวโซดา,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,เขียวโซดา,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,เขียวโซดา,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ชานมเผือก (เย็น/ปั่น),ประเภท,เย็น,,,
,ชานมเผือก (เย็น/ปั่น),ประเภท,ปั่น (สูตรเข้ม),,,
,ชานมเผือก (เย็น/ปั่น),ความหวาน,ไม่หวาน  0%,,,
,ชานมเผือก (เย็น/ปั่น),ความหวาน,หวานปกติ 100%,,,
,ชานมเผือก (เย็น/ปั่น),ความหวาน,หวานมาก 125%,,,
,ชานมเผือก (เย็น/ปั่น),ความหวาน,หวานมาก 150%,,,
,ชานมเผือก (เย็น/ปั่น),ความหวาน,หวานมาก 200%,,,
,ชานมเผือก (เย็น/ปั่น),ความหวาน,หวานน้อยมาก 25%,,,
,ชานมเผือก (เย็น/ปั่น),ความหวาน,หวานน้อย 50%,,,
,ชานมเผือก (เย็น/ปั่น),ท้อปปิ้ง,ชีส,,,
,ชานมเผือก (เย็น/ปั่น),ท้อปปิ้ง,ไข่มุก,,,
,ชานมเผือก (เย็น/ปั่น),ท้อปปิ้ง,ช็อคขูด,,,
,ชานมเผือก (เย็น/ปั่น),ท้อปปิ้ง,ไม่เพิ่ม,,,
,ชานมเผือก (เย็น/ปั่น),ท้อปปิ้ง,ซอสบราวน์,,,
,ชานมเผือก (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำตาล,,,
,ชานมเผือก (เย็น/ปั่น),ท้อปปิ้ง,บุกบราวน์,,,
,ชานมเผือก (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,ชานมเผือก (เย็น/ปั่น),ท้อปปิ้ง,เจลลี่ผลไม้,,,
,ชานมเผือก (เย็น/ปั่น),ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,ชานมเผือก (เย็น/ปั่น),ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,ชานมเผือก (เย็น/ปั่น),ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,ชานมเผือก (เย็น/ปั่น),แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ชาเขียวนม (เย็น/ปั่น),ประเภท,เย็น,,,
,ชาเขียวนม (เย็น/ปั่น),ประเภท,ปั่น (สูตรเข้ม),,,
,ชาเขียวนม (เย็น/ปั่น),ความหวาน,ไม่หวาน  0%,,,
,ชาเขียวนม (เย็น/ปั่น),ความหวาน,หวานปกติ 100%,,,
,ชาเขียวนม (เย็น/ปั่น),ความหวาน,หวานมาก 125%,,,
,ชาเขียวนม (เย็น/ปั่น),ความหวาน,หวานมาก 150%,,,
,ชาเขียวนม (เย็น/ปั่น),ความหวาน,หวานมาก 200%,,,
,ชาเขียวนม (เย็น/ปั่น),ความหวาน,หวานน้อยมาก 25%,,,
,ชาเขียวนม (เย็น/ปั่น),ความหวาน,หวานน้อย 50%,,,
,ชาเขียวนม (เย็น/ปั่น),ท้อปปิ้ง,ชีส,,,
,ชาเขียวนม (เย็น/ปั่น),ท้อปปิ้ง,ไข่มุก,,,
,ชาเขียวนม (เย็น/ปั่น),ท้อปปิ้ง,ช็อคขูด,,,
,ชาเขียวนม (เย็น/ปั่น),ท้อปปิ้ง,ไม่เพิ่ม,,,
,ชาเขียวนม (เย็น/ปั่น),ท้อปปิ้ง,ซอสบราวน์,,,
,ชาเขียวนม (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำตาล,,,
,ชาเขียวนม (เย็น/ปั่น),ท้อปปิ้ง,บุกบราวน์,,,
,ชาเขียวนม (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,ชาเขียวนม (เย็น/ปั่น),ท้อปปิ้ง,เจลลี่ผลไม้,,,
,ชาเขียวนม (เย็น/ปั่น),ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,ชาเขียวนม (เย็น/ปั่น),ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,ชาเขียวนม (เย็น/ปั่น),ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,ชาเขียวนม (เย็น/ปั่น),แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,นมสดเผือก (เย็น/ปั่น),ประเภท,เย็น,,,
,นมสดเผือก (เย็น/ปั่น),ประเภท,ปั่น (สูตรเข้ม),,,
,นมสดเผือก (เย็น/ปั่น),ความหวาน,ไม่หวาน  0%,,,
,นมสดเผือก (เย็น/ปั่น),ความหวาน,หวานปกติ 100%,,,
,นมสดเผือก (เย็น/ปั่น),ความหวาน,หวานมาก 125%,,,
,นมสดเผือก (เย็น/ปั่น),ความหวาน,หวานมาก 150%,,,
,นมสดเผือก (เย็น/ปั่น),ความหวาน,หวานมาก 200%,,,
,นมสดเผือก (เย็น/ปั่น),ความหวาน,หวานน้อยมาก 25%,,,
,นมสดเผือก (เย็น/ปั่น),ความหวาน,หวานน้อย 50%,,,
,นมสดเผือก (เย็น/ปั่น),ท้อปปิ้ง,ชีส,,,
,นมสดเผือก (เย็น/ปั่น),ท้อปปิ้ง,ไข่มุก,,,
,นมสดเผือก (เย็น/ปั่น),ท้อปปิ้ง,ช็อคขูด,,,
,นมสดเผือก (เย็น/ปั่น),ท้อปปิ้ง,ไม่เพิ่ม,,,
,นมสดเผือก (เย็น/ปั่น),ท้อปปิ้ง,ซอสบราวน์,,,
,นมสดเผือก (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำตาล,,,
,นมสดเผือก (เย็น/ปั่น),ท้อปปิ้ง,บุกบราวน์,,,
,นมสดเผือก (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,นมสดเผือก (เย็น/ปั่น),ท้อปปิ้ง,เจลลี่ผลไม้,,,
,นมสดเผือก (เย็น/ปั่น),ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,นมสดเผือก (เย็น/ปั่น),ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,นมสดเผือก (เย็น/ปั่น),ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,นมสดเผือก (เย็น/ปั่น),แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ประเภท,เย็น,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ประเภท,ปั่น (สูตรเข้ม),,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ความหวาน,ไม่หวาน  0%,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ความหวาน,หวานปกติ 100%,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ความหวาน,หวานมาก 125%,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ความหวาน,หวานมาก 150%,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ความหวาน,หวานมาก 200%,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ความหวาน,หวานน้อยมาก 25%,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ความหวาน,หวานน้อย 50%,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ท้อปปิ้ง,ชีส,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ท้อปปิ้ง,ไข่มุก,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ท้อปปิ้ง,ช็อคขูด,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ท้อปปิ้ง,ไม่เพิ่ม,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ท้อปปิ้ง,ซอสบราวน์,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำตาล,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ท้อปปิ้ง,บุกบราวน์,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ท้อปปิ้ง,เจลลี่ผลไม้,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ชาผลไม้รวม,ความหวาน,ไม่หวาน  0%,,,
,ชาผลไม้รวม,ความหวาน,หวานปกติ 100%,,,
,ชาผลไม้รวม,ความหวาน,หวานมาก 125%,,,
,ชาผลไม้รวม,ความหวาน,หวานมาก 150%,,,
,ชาผลไม้รวม,ความหวาน,หวานมาก 200%,,,
,ชาผลไม้รวม,ความหวาน,หวานน้อยมาก 25%,,,
,ชาผลไม้รวม,ความหวาน,หวานน้อย 50%,,,
,ชาผลไม้รวม,ท้อปปิ้ง,ชีส,,,
,ชาผลไม้รวม,ท้อปปิ้ง,ไข่มุก,,,
,ชาผลไม้รวม,ท้อปปิ้ง,ช็อคขูด,,,
,ชาผลไม้รวม,ท้อปปิ้ง,ไม่เพิ่ม,,,
,ชาผลไม้รวม,ท้อปปิ้ง,ซอสบราวน์,,,
,ชาผลไม้รวม,ท้อปปิ้ง,บุกน้ำตาล,,,
,ชาผลไม้รวม,ท้อปปิ้ง,บุกบราวน์,,,
,ชาผลไม้รวม,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,ชาผลไม้รวม,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,ชาผลไม้รวม,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,ชาผลไม้รวม,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,ชาผลไม้รวม,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,ชาผลไม้รวม,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ชาแอปเปิ้ล,ความหวาน,ไม่หวาน  0%,,,
,ชาแอปเปิ้ล,ความหวาน,หวานปกติ 100%,,,
,ชาแอปเปิ้ล,ความหวาน,หวานมาก 125%,,,
,ชาแอปเปิ้ล,ความหวาน,หวานมาก 150%,,,
,ชาแอปเปิ้ล,ความหวาน,หวานมาก 200%,,,
,ชาแอปเปิ้ล,ความหวาน,หวานน้อยมาก 25%,,,
,ชาแอปเปิ้ล,ความหวาน,หวานน้อย 50%,,,
,ชาแอปเปิ้ล,ท้อปปิ้ง,ชีส,,,
,ชาแอปเปิ้ล,ท้อปปิ้ง,ไข่มุก,,,
,ชาแอปเปิ้ล,ท้อปปิ้ง,ช็อคขูด,,,
,ชาแอปเปิ้ล,ท้อปปิ้ง,ไม่เพิ่ม,,,
,ชาแอปเปิ้ล,ท้อปปิ้ง,ซอสบราวน์,,,
,ชาแอปเปิ้ล,ท้อปปิ้ง,บุกน้ำตาล,,,
,ชาแอปเปิ้ล,ท้อปปิ้ง,บุกบราวน์,,,
,ชาแอปเปิ้ล,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,ชาแอปเปิ้ล,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,ชาแอปเปิ้ล,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,ชาแอปเปิ้ล,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,ชาแอปเปิ้ล,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,ชาแอปเปิ้ล,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,เสาวรสโซดา,ความหวาน,ไม่หวาน  0%,,,
,เสาวรสโซดา,ความหวาน,หวานปกติ 100%,,,
,เสาวรสโซดา,ความหวาน,หวานมาก 125%,,,
,เสาวรสโซดา,ความหวาน,หวานมาก 150%,,,
,เสาวรสโซดา,ความหวาน,หวานมาก 200%,,,
,เสาวรสโซดา,ความหวาน,หวานน้อยมาก 25%,,,
,เสาวรสโซดา,ความหวาน,หวานน้อย 50%,,,
,เสาวรสโซดา,ท้อปปิ้ง,ชีส,,,
,เสาวรสโซดา,ท้อปปิ้ง,ไข่มุก,,,
,เสาวรสโซดา,ท้อปปิ้ง,ช็อคขูด,,,
,เสาวรสโซดา,ท้อปปิ้ง,ไม่เพิ่ม,,,
,เสาวรสโซดา,ท้อปปิ้ง,ซอสบราวน์,,,
,เสาวรสโซดา,ท้อปปิ้ง,บุกน้ำตาล,,,
,เสาวรสโซดา,ท้อปปิ้ง,บุกบราวน์,,,
,เสาวรสโซดา,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,เสาวรสโซดา,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,เสาวรสโซดา,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,เสาวรสโซดา,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,เสาวรสโซดา,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,เสาวรสโซดา,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ประเภท,เย็น,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ประเภท,ปั่น (สูตรเข้ม),,,
,ชานมมิ้นต์ (เย็น/ปั่น),ความหวาน,ไม่หวาน  0%,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ความหวาน,หวานปกติ 100%,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ความหวาน,หวานมาก 125%,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ความหวาน,หวานมาก 150%,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ความหวาน,หวานมาก 200%,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ความหวาน,หวานน้อยมาก 25%,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ความหวาน,หวานน้อย 50%,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,ชีส,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,ไข่มุก,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,ช็อคขูด,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,ไม่เพิ่ม,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,ซอสบราวน์,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำตาล,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,บุกบราวน์,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,เจลลี่ผลไม้,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,ชานมมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,ชานมมิ้นต์ (เย็น/ปั่น),แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ชานมไข่มุก (เย็น/ปั่น),ประเภท,เย็น,,,
,ชานมไข่มุก (เย็น/ปั่น),ประเภท,ปั่น (สูตรเข้ม),,,
,ชานมไข่มุก (เย็น/ปั่น),ความหวาน,ไม่หวาน  0%,,,
,ชานมไข่มุก (เย็น/ปั่น),ความหวาน,หวานปกติ 100%,,,
,ชานมไข่มุก (เย็น/ปั่น),ความหวาน,หวานมาก 125%,,,
,ชานมไข่มุก (เย็น/ปั่น),ความหวาน,หวานมาก 150%,,,
,ชานมไข่มุก (เย็น/ปั่น),ความหวาน,หวานมาก 200%,,,
,ชานมไข่มุก (เย็น/ปั่น),ความหวาน,หวานน้อยมาก 25%,,,
,ชานมไข่มุก (เย็น/ปั่น),ความหวาน,หวานน้อย 50%,,,
,ชานมไข่มุก (เย็น/ปั่น),ท้อปปิ้ง,ชีส,,,
,ชานมไข่มุก (เย็น/ปั่น),ท้อปปิ้ง,ไข่มุก,,,
,ชานมไข่มุก (เย็น/ปั่น),ท้อปปิ้ง,ช็อคขูด,,,
